,LGA (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
220,Boulia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Brisbane,13,19,0,0,9,139,18,0,3,3,40,10,19,43,4,0,317
222,Bulloo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Bundaberg (R),0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
224,Burdekin,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,11
225,Burke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Cairns (R),0,4,0,0,0,19,0,0,0,0,11,0,0,3,0,0,37
227,Carpentaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Cassowary Coast (R),0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,12
229,Central Highlands (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
230,Charters Towers (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
231,Cherbourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Cloncurry,0,3,0,0,0,13,4,0,0,0,5,0,0,5,0,0,27
233,Cook,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,4
234,Croydon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Diamantina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Doomadgee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Douglas,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,10
238,Etheridge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Flinders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Fraser Coast (R),0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,16
241,Gladstone (R),0,17,0,0,0,0,0,0,0,0,0,4,3,4,0,0,38
242,Gold Coast,0,4,0,0,0,33,6,0,0,0,0,0,5,3,0,0,59
243,Goondiwindi (R),0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7
244,Gympie (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
245,Hinchinbrook,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4
246,Hope Vale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Ipswich,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,20
248,Isaac (R),0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,0,16
249,Kowanyama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Livingstone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Lockhart River,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Lockyer Valley (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Logan,0,0,0,0,0,13,3,0,0,0,6,0,0,0,0,0,19
254,Longreach (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Mackay (R),0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
256,McKinlay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Mapoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Maranoa (R),0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,11
259,Mareeba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Moreton Bay (R),0,0,0,0,0,16,0,0,0,0,3,0,4,3,0,0,40
261,Mornington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Mount Isa,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,7
263,Murweh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Napranum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Noosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
266,North Burnett (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Northern Peninsula Area (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Palm Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Paroo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Pormpuraaw,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6
271,Quilpie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Redland,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,4
273,Richmond,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Rockhampton (R),0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10
275,Scenic Rim (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
276,Somerset (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,South Burnett (R),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Southern Downs (R),0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
279,Sunshine Coast (R),0,4,0,0,0,12,0,0,0,0,3,0,0,0,0,0,24
280,Tablelands (R),0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,6
281,Toowoomba (R),0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,0,21
282,Torres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Torres Strait Island (R),0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3
284,Townsville,4,3,0,0,0,78,8,4,0,3,9,8,5,18,0,0,143
285,Weipa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
286,Western Downs (R),0,3,0,0,0,10,3,0,0,0,3,4,0,7,0,0,29
287,Whitsunday (R),0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9
288,Winton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Woorabinda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Wujal Wujal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Yarrabah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,No Fixed Address (Qld),0,3,0,0,5,34,11,0,0,0,3,7,5,52,0,0,115
293,Migratory - Offshore - Shipping (Qld),0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
294,Adelaide,3,3,0,6,0,12,3,0,0,0,18,0,3,12,0,0,60
295,Adelaide Hills (DC),0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6
296,Alexandrina (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Anangu Pitjantjatjara (AC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Barossa (DC),0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9
299,Barunga West (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Berri and Barmera (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Burnside,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3
302,Campbelltown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Ceduna (DC),0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
304,Charles Sturt,0,0,0,0,0,6,6,0,0,0,0,0,0,4,0,0,15
305,Clare and Gilbert Valleys (DC),0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
306,Cleve (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Coober Pedy (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Copper Coast (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Elliston (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Flinders Ranges (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Franklin Harbour (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Gawler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Goyder (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Grant (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Holdfast Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
316,Kangaroo Island (DC),0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3
317,Karoonda East Murray (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Kimba (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Kingston (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Light (RegC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Lower Eyre Peninsula (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Loxton Waikerie (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Mallala (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Maralinga Tjarutja (AC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Marion,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
326,Mid Murray (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Mitcham,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
328,Mount Barker (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
329,Mount Gambier,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
330,Mount Remarkable (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Murray Bridge (RC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Naracoorte and Lucindale (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Northern Areas (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,Norwood Payneham St Peters,0,0,0,0,0,3,0,0,0,4,0,0,0,5,0,0,14
335,Onkaparinga,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8
336,Orroroo/Carrieton (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Peterborough (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Playford,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,10
339,Port Adelaide Enfield,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,21
340,Port Augusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Port Lincoln,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4
342,Port Pirie City and Dists (M),0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11
343,Prospect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Renmark Paringa (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Robe (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
346,Roxby Downs (M),0,0,0,0,0,3,0,0,0,0,5,0,0,4,0,0,6
347,Salisbury,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,18
348,Southern Mallee (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Streaky Bay (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
350,Tatiara (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
351,Tea Tree Gully,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10
352,The Coorong (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
353,Tumby Bay (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Unley,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
355,Victor Harbor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Wakefield (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
357,Walkerville (M),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,Wattle Range (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359,West Torrens,0,0,0,0,0,20,4,0,0,0,0,0,3,8,0,0,39
360,Whyalla,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5
361,Wudinna (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362,Yankalilla (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Yorke Peninsula (DC),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,Unincorporated SA,0,0,0,0,0,10,5,0,0,0,3,3,0,9,0,0,30
365,No Fixed Address (SA),0,0,0,0,0,24,4,0,0,0,4,6,0,22,0,0,60
366,Migratory - Offshore - Shipping (SA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
367,Albany,6,47,5,0,50,10663,748,89,80,122,417,92,768,1537,167,0,14794
368,Armadale,282,151,5,0,38,12259,1030,135,83,72,329,114,1032,1901,159,0,17585
369,Ashburton,26,8192,6,0,58,2500,888,87,13,91,1238,1801,99,3406,575,0,18974
370,Augusta-Margaret River,0,3,3,3,0,3623,270,26,29,88,306,37,642,717,76,0,5828
371,Bassendean,140,65,0,0,9,4486,254,54,37,56,87,51,241,382,62,0,5932
372,Bayswater,338,637,4,0,49,14220,1034,111,67,155,344,127,923,1948,187,0,20164
373,Belmont,382,708,12,7,119,30304,1342,244,208,223,272,331,488,3148,347,0,38132
374,Beverley,0,6,0,0,0,204,20,7,4,3,46,20,111,57,8,0,491
375,Boddington,0,194,0,0,0,1153,139,14,3,0,79,28,49,418,36,0,2114
376,Boyup Brook,0,0,7,0,0,304,22,4,9,0,60,8,167,69,7,0,659
377,Bridgetown-Greenbushes,0,7,0,0,0,1042,94,15,8,9,64,15,202,183,29,0,1671
378,Brookton,0,0,0,0,0,215,13,10,3,0,47,3,82,47,10,0,431
