,DZN (POW),Train,Bus,Ferry,Tram,Taxi,"Car, as driver","Car, as passenger",Truck,Motorbike/scooter,Bicycle,Walked only,Other Mode,Worked at home,Did not go to work,Not stated,Not applicable,Total
283,510841302,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10
284,510841306,4,4,0,0,0,661,27,0,7,0,4,10,0,53,6,0,775
285,510841313,3,0,0,0,0,58,3,0,0,0,0,0,0,7,3,0,76
286,510841319,0,0,0,0,0,34,3,0,0,0,0,0,0,4,0,0,34
287,510851301,0,0,0,0,0,84,5,0,0,0,0,0,0,13,0,0,109
288,510851305,0,0,0,0,0,60,10,0,0,0,0,0,0,0,4,0,75
289,510861312,0,0,0,0,0,40,8,0,0,0,0,0,0,7,0,0,57
290,510861314,0,4,0,0,0,53,3,0,0,0,0,0,0,11,0,0,69
291,510861317,0,11,0,0,0,241,34,0,0,0,0,0,0,38,10,0,339
292,510861320,0,0,0,0,0,38,0,0,0,0,0,0,0,3,3,0,45
293,510861335,0,0,0,0,0,78,3,0,0,0,0,0,0,12,0,0,106
294,510861360,0,0,0,0,0,42,8,0,0,0,0,0,0,0,0,0,49
295,510871377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,510881329,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,18
297,510881331,4,0,0,0,0,79,0,0,0,0,0,0,0,14,0,0,102
298,510881332,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
299,510881345,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4
300,510881362,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,22
301,510891303,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,29
302,510891307,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,33
303,510891308,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
304,510891318,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,27
305,510891323,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,20
306,510891324,0,0,0,0,0,56,3,0,0,0,0,0,0,6,0,0,72
307,510901310,0,0,0,0,0,57,0,0,0,0,0,0,0,3,0,0,60
308,510901321,0,0,0,0,0,19,0,0,0,0,0,0,0,3,0,0,22
309,510901325,0,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,30
310,510911342,4,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,69
311,510911350,0,0,0,0,0,99,9,0,0,0,0,0,0,3,0,0,121
312,510911353,6,0,0,0,0,251,0,0,3,0,0,4,0,15,0,0,276
313,510911363,4,0,0,0,0,95,8,0,0,0,0,0,0,8,0,0,116
